...1,spotify_id,youtube_id,project_name,artist,project_type,tracks,year,rating,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,explicit
112,3UA6p4FQsgOhJpkCDdy0na,eqmp86d17fM,summit,thou,album,5,2010,7,0.0071141600000000004,0.194,0.736,0.8302,0.12942,-8.426,0.04978,0.17592,116.4568,0
113,3pfNU5FIwyvTjtxxtQXK9l,cUXCNgJSmzU,self-titled,the drums,album,12,2010,8,0.31707691666666665,0.5221666666666667,0.8340833333333333,0.053706225,0.181225,-5.682416666666667,0.0397,0.6765,152.60575,0
114,6z0h5LpwfydBJBPweJvPIq,edXP5f4CFT8,first four eps,off!,album,18,2010,8,0.06837944444444444,0.3225,0.9115555555555556,0.24445397500000002,0.27786666666666665,-5.705166666666667,0.07324444444444445,0.4703888888888889,128.6385,0.1111111111111111
115,3fgVI8c5sKG2TUW9oxQl5x,pzsUK9Iq4DU,the bride screamed murder,melvins,album,9,2010,5,0.09029474444444444,0.3181111111111111,0.6271444444444444,0.33394687777777776,0.1801888888888889,-10.085777777777778,0.0911,0.26203333333333334,112.92244444444445,0
116,0dtwAdxFXGQ7UGa9Aykyj3,WAX0VFfGQDo,paramatma,mono/poly,album,19,2010,6,0.1721125736842105,0.38137894736842104,0.6193052631578947,0.2767818947368421,0.41410526315789475,-11.026263157894737,0.2603947368421053,0.28491052631578945,126.07573684210526,0.05263157894736842
117,3Jeig0XsUgdqIUMpFLaeUD,_NHyY22Nx4U,"""flash delirium""",mgmt,track,1,2010,7,0.0826,0.575,0.804,3.63e-4,0.0681,-3.933,0.0626,0.399,122.08,0
118,45YGCEh09Ji6rdHjPgNdw8,ncrpTX6jR5w,at echo lake,woods,album,11,2010,8,0.6782363636363636,0.4717272727272727,0.6993636363636364,0.4580822536363636,0.2832727272727273,-6.424272727272728,0.047663636363636366,0.4890909090909091,121.06099999999999,0
119,5DCRqgGT7WPOfWkXgjI2aD,rUrhOERq7mE,memories,weezer,track,3,2014,7,1.5149999999999999e-5,0.4096666666666667,0.7813333333333333,0.5579833333333334,0.08606666666666667,-9.395333333333333,0.03463333333333333,0.36933333333333335,152.00133333333332,0
120,6ttLfw2Z9Wbxu3paarz6h0,BNBfo24nEE8,down there,avey tare,album,9,2010,5,0.5309666666666667,0.4348888888888889,0.5506666666666666,0.0986601111111111,0.4352666666666667,-13.055666666666667,0.1456,0.37522222222222223,124.98488888888889,0
121,5SlR6UA8OL06x7P9Bj0G7X,nQe_rTrxGyA,shit computer,kids & explosions,album,102,2016,8,0.4610014924,0.06938,0.40720306,0.62047946,0.168362,-19.52568,0.05135,0.009374,27.50336,0
122,4wGhy77LCdzpd7bdUiwQFN,JIOuOK7sUV8,the budos band iii,the budos band,album,11,2010,5,0.11200818181818181,0.5239090909090909,0.7095454545454546,0.8633636363636363,0.14491818181818183,-9.915181818181818,0.043709090909090906,0.66,128.107,0
123,1IWkF6zpOq73txmrYpljIT,1aJXrwCX20U,treats,sleigh bells,album,11,2010,3,0.019466,0.4578181818181818,0.8289090909090909,0.17341691454545455,0.18538181818181818,-4.338090909090909,0.09771818181818182,0.46854545454545454,111.38272727272728,0
124,3Ax3inYpZtVJulh5mu5ENs,DxDiyg9IMKU,hippies,harlem,album,16,2010,7,0.169510625,0.3525,0.9196875,0.060680190625,0.2004625,-4.7261875,0.06000625,0.6935625,144.2476875,0
125,4sW8Eql2e2kdRP1A1R1clG,X2xEj8wiS88,lights,interpol,track,11,2002,5,0.0378856,0.33054545454545453,0.851,0.6987181818181818,0.13743636363636363,-6.047,0.041736363636363634,0.3416,120.73427272727272,0
126,2IxMrwvGYxeKe0EXjkQbYs,WnoLpkdUDng,cloud cuckooland,various artists,album,1,2022,7,0.85,0.588,0.325,0.806,0.0733,-15.461,0.0414,0.319,90.029,0
127,4YM04MdeuE7h3mziHsvy9v,Oblv8bB5ZLQ,face tat,zach hill,album,13,2010,5,0.1451968846153846,0.3686923076923077,0.9783846153846154,0.27846038461538464,0.2706,-1.2023076923076923,0.1843923076923077,0.23728461538461537,110.07907692307693,0
128,5hzEg6FhiOIXHufj0EithW,5xIQCY__HQ0,forgiveness rock record,broken social scene,album,14,2010,4,0.0925769,0.5275,0.6237857142857143,0.2662978207142857,0.28975,-9.573785714285714,0.043935714285714286,0.41728571428571426,117.36985714285714,0
129,3UM1oAihPWsJHWJlFpFA6r,DokfQZFDxek,a sufi and a killer,gonjasufi,album,16,2017,9,0.433340625,0.5055625,0.6418125,0.53859375,0.3004,-12.0885,0.1446125,0.1926125,123.5868125,0
130,2ZQedN95ddF8NpF2t7DGhn,KJUXbD0MlHU,album of the year,black milk,album,12,2010,4,0.3713416666666667,0.5635,0.8763333333333333,8.101666666666666e-6,0.32375,-4.0925,0.25783333333333336,0.6060833333333333,105.15158333333333,1
131,0oFIuYGhwfe3edv5TgowbT,oL-_u9IKQfc,patagonian rats,tera melos,album,12,2010,5,0.07650850583333334,0.3194166666666667,0.8356,0.47053446666666665,0.2967416666666667,-6.575083333333334,0.10420833333333333,0.34576666666666667,128.30841666666666,0
132,0elL1cbQgaMrQHpfoHa8pI,LEuxWZ_0zwc,oj simpson,guilty simpson,album,24,2010,6,0.164818875,0.5506666666666666,0.6752083333333333,0.023838203333333332,0.4796166666666667,-10.53925,0.45116666666666666,0.56575,104.30454166666667,1
133,2e2UUeLy9wGgZByfYTSUek,iJ5o99-MO7I,trails,asobi seksu,track,3,2011,7,0.2657069,0.2936666666666667,0.8483333333333334,0.43066666666666664,0.20833333333333334,-5.798333333333333,0.0576,0.288,142.83266666666668,0
134,3DrgM5X3yX1JP1liNLAOHI,fAEAaIqEuVI,month of may / the suburbs,arcade fire,track,16,2010,7,0.2175929375,0.448625,0.72138125,0.231031875,0.20523750000000002,-7.5345625,0.04525,0.41821875000000003,127.5908125,0
135,4WgNZZI2BITexihFnMkHeH,U6Wxvlbu72c,self-titled,happy birthday,track,1,2016,6,0.0952,0.747,0.694,0.407,0.302,-3.615,0.0294,0.751,117.962,0
136,2j0GggDDCSeY6vpccGLIq1,Gko3qhyrBAw,something for everybody,devo,album,15,2010,6,0.027774506666666667,0.6417333333333334,0.9086666666666666,0.07292739399999999,0.18307333333333334,-4.330733333333333,0.08861333333333334,0.6356666666666666,147.8692,0
137,0m8wvW3WNm9D7J0KUlbf3h,wpzMfharbwE,record collection,mark ronson & the business intl.,album,14,2010,5,0.16256257142857142,0.5825,0.8589285714285715,0.2539506028571428,0.33045714285714284,-4.642357142857143,0.05715714285714286,0.6039285714285715,115.20478571428572,0.07142857142857142
138,37oEeZfUpmbYlJnORF36Zk,5QPBbc5PmAQ,illumination,miami horror,album,12,2010,7,0.07941158333333333,0.5613333333333334,0.81466666666666665,0.0890602425,0.30761666666666665,-5.813583333333334,0.073175,0.49927499999999997,119.07416666666667,0
140,4WgNZZI2BITexihFnMkHeH,U6Wxvlbu72c,self-titled,happy birthday,track,1,2016,6,0.0952,0.747,0.694,0.407,0.302,-3.615,0.0294,0.751,117.962,0
141,0m8wvW3WNm9D7J0KUlbf3h,wpzMfharbwE,record collection,mark ronson & the business intl.,album,14,2010,5,0.16256257142857142,0.5825,0.8589285714285715,0.2539506028571428,0.33045714285714284,-4.642357142857143,0.05715714285714286,0.6039285714285715,115.20478571428572,0.07142857142857142
143,7JiPqRkn6zDGKfGIfr97xs,btaQdzwfvDM,pyramid of the sun,maserati,album,10,2010,7,0.080078456,0.50415,0.7996,0.8683,0.12496,-8.6104,0.04786,0.44782,121.8113,0
144,1CE756aUxgOD7Y7wvvqTWK,jNBYi07Q7GQ,penny sparkle,blonde redhead,album,10,2010,8,0.20325,0.5609,0.6129,0.34824123,0.1387,-9.1901,0.03598,0.4442,127.4445,0
145,6VXxZmwqhHHuKpQ05vVWCJ,4fbSlv4whH4,take me over,cut copy,track,4,2011,6,0.0247,0.728,0.781,0.3926,0.194,-6.54375,0.054675,0.617,120.98725,0
146,2tMy9Wv6gGmQvHOrr6TcCX,2KoLHtolHkQ,the people's record,club 8,album,10,2010,5,0.143316,0.5767,0.8137,0.090567433,0.30141,-7.1796,0.03536,0.8634999999999999,121.1945,0
147,39ncHUEk930l1qeRri58IJ,w8Bs5XGU1vg,everything in between,no age,album,13,2010,6,0.18564322615384615,0.2793846153846154,0.7878461538461539,0.6052146153846154,0.26513846153846155,-7.803692307692308,0.0577,0.38771538461538463,140.30723076923076,0
148,1Wd5OBKhPGGHHVEhzX2e48,W86MneOdcW0,four more years,teen daze,album,8,2010,7,0.102780625,0.440125,0.624875,0.2151571125,0.22115,-10.03925,0.0798875,0.405125,127.39512500000001,0
149,08fkw9uDP2KET6cPIl74Xo,FZnXhfwF8rg,infinite arms,band of horses,track,12,2010,5,0.20779575,0.4054166666666667,0.5701666666666666,0.025571664166666667,0.1936,-6.9863333333333335,0.033291666666666664,0.3279166666666667,132.54491666666667,0
150,3PN2MpnnwCXrPbFVxd4PM8,9EIhfqzJEnk,rising sun,the souljazz orchestra,album,9,2010,8,0.4453333333333333,0.5145555555555555,0.634888888888889,0.6651111111111111,0.15366666666666667,-9.489777777777778,0.04422222222222222,0.45439999999999997,122.69988888888888,0
151,2x1yXwFPvn4ssDc5vavFEi,czrckuVdzUk,holkham drones,luke abbott,album,12,2010,8,0.3889775833333333,0.5596666666666666,0.44880583333333335,0.9100833333333334,0.13074166666666667,-15.368333333333332,0.04845,0.3335,117.45366666666666,0
152,6gj1qYMbYFZgQCK8fxTh12,fawZ5QbzcdE,two minutes,wire,track,1,2021,3,0.0231,0.281,0.796,0.00373,0.442,-5.573,0.407,0.439,78.432,1
153,0R2mJW3ewBFmDGeWktahaS,Wj_P3CQUXZE,pigeons,here we go magic,album,11,2010,7,0.1289358818181818,0.42563636363636365,0.7213636363636364,0.47773985454545453,0.13166363636363637,-8.236454545454546,0.04525454545454546,0.4107272727272727,131.22254545454547,0
154,37oEeZfUpmbYlJnORF36Zk,5QPBbc5PmAQ,illumination,miami horror,album,12,2010,7,0.07941158333333333,0.5613333333333334,0.81466666666666665,0.0890602425,0.30761666666666665,-5.813583333333334,0.073175,0.49927499999999997,119.07416666666667,0
155,2EHx3ItZuW8sfD8LV4TeVm,EOJLDZMDS1A,desert fires,noveller,album,1,2021,7,8.39e-5,0.375,0.908,0.0219,0.311,-4.815,0.122,0.428,147.832,1
156,5ILOMA8LzHfdjR2HZQ2vFN,6IBcwokLzbI,the fool,warpaint,album,9,2010,6,0.2189121111111111,0.49177777777777776,0.561,0.23900555555555555,0.107,-8.683333333333334,0.031322222222222224,0.3298888888888889,106.41,0
157,0GrfQByIfK931P5N1pc0wS,-l_acNr2uMo,lp4,ratatat,album,12,2010,8,0.24259,0.60225,0.723,0.6016566666666666,0.30978333333333335,-7.038333333333333,0.10551666666666666,0.335825,117.5665,0
158,1H9VUgG3GozZvwldSv9TKb,O0hpcqwBUKU,"""next girl""",black keys,album,1,2013,6,0.0405,0.56,0.544,0.933,0.0941,-11.716,0.077,0.627,173.497,0
159,3rynwxBIG5OpVx2x8gBqcl,HtbAw6jnOAk,"""doe deer"" / ""celestica""",crystal castles,album,5,2010,5,0.059331800000000004,0.4852,0.8598,0.5098400000000001,0.17028,-4.3804,0.1029,0.5124,132.6588,0.2
160,7Ju0MUsGwfV6SxkKIsmyBY,oPQy0fn2Ypk,ardour,teebs,album,18,2010,6,0.14393605555555555,0.4553888888888889,0.7938888888888889,0.37972493888888886,0.31205,-6.746166666666666,0.21638333333333334,0.42834444444444447,129.07822222222222,0
161,1wnEAz2lDtNoUUZF0KStuo,LCixPRPXCb8,all delighted people,sufjan stevens,ep,8,2010,8,0.82625,0.46375,0.365375,0.0121836125,0.170825,-11.04275,0.0341875,0.43325,124.967625,0
162,7iv57BJ8hQM3Zo8wfZ65Nx,95i8EtUH7q8,becoming a jackal,villagers,album,11,2010,6,0.48210909090909093,0.5561818181818182,0.41063636363636363,0.05482091818181818,0.1776818181818182,-11.582090909090908,0.03841818181818182,0.3487545454545455,127.23063636363636,0
163,0bVZZUftetJmkK0Ms8S6Z0,RXEfX-diMwc,in evening air,future islands,album,9,2010,7,0.34262333333333334,0.4128,0.6645555555555556,0.7283555555555555,0.3645333333333333,-8.069444444444445,0.046933333333333334,0.3194777777777778,149.0071111111111,0
164,437jcfcGVGS7rtACpIuipF,87H2nRX0Ya8,memphis,magic kids,album,11,2010,8,0.21408181818181818,0.38063636363636366,0.6765454545454546,0.00234306,0.23987272727272727,-5.372545454545454,0.03820909090909091,0.5164545454545454,119.76636363636364,0
165,2THlN1fU5t3TQVNh0TvbAA,iBvPmPp4Xbg,broken dreams club,girls,ep,6,2010,5,0.030805,0.5306666666666666,0.7021666666666666,0.3009098333333333,0.16458333333333333,-6.925333333333334,0.035333333333333335,0.4882166666666667,141.05783333333332,0
166,7zp05wb2lhp0PHNWDmF3Rk,h3L42McXVnE,special moves,mogwai,album,6,2010,8,0.018092205,0.22851666666666667,0.45566666666666666,0.7978333333333333,0.7443333333333333,-8.6425,0.0423,0.08471666666666666,111.69766666666666,0
167,0IacUrFK1BuOr0MrhTGKQN,2LVs5Ki7bjE,devouring famine,deathspell omega,track,10,2010,5,5.893e-5,0.2328,0.9838,0.56071,0.4383,-3.081,0.08808,0.1317,116.0621,0
168,6b9NZDM5QhD2FViyXKwBRT,gtyH07BM4TA,écailles de lune,alcest,track,6,2010,7,0.15771716666666666,0.3441666666666667,0.5743333333333334,0.5705,0.20121666666666665,-10.603,0.04786666666666667,0.13845000000000002,112.43333333333334,0
169,19zI1pAARSE3rV72vWX9Ak,9pVPVR_oYuM,wilderness heart,black mountain,album,10,2010,6,0.08141378,0.4392,0.6514,0.01125162,0.16654,-7.2398,0.03397,0.3511,121.3593,0
170,5Nv0hl4AL6iiqP3ZBpFzig,X5fhQd3JGuc,afro-beat airways,various artists,album,24,2015,8,0.2778333333333333,0.6620416666666666,0.8227916666666667,0.03644009708333334,0.1878,-5.36925,0.14051666666666668,0.7641666666666667,125.68629166666666,0
171,2xsmS7sSEtbTYv73akrN6i,ftt175Djodk,"tomorrow, in a year",the knife,album,16,2010,3,0.6193988125,0.3560375,0.30089375,0.3212485125,0.16624375,-17.940875,0.1351125,0.14883749999999998,117.1700625,0
172,2OpGHB08UjWL080JbL6fTY,aOcOsJjgj6M,"""jail la la""",dum dum girls,album,2,2010,6,0.10733,0.23099999999999998,0.8534999999999999,0.30929999999999996,0.2405,-5.598000000000001,0.06225,0.34550000000000003,135.4815,0
173,44w7DdH5jQVTMSi5owjwHu,xId8g9JmXMw,plumy tale,dumbo gets mad,track,12,2015,8,0.44669166666666665,0.45358333333333334,0.5157499999999999,0.39568333333333333,0.1256,-10.238083333333334,0.040383333333333334,0.41344166666666665,127.8695,0
174,7mfSdEokzQjI5AxwrRauZv,edCRJuyXjl0,epic,sharon van etten,album,7,2010,7,0.26812857142857144,0.38957142857142857,0.5065714285714286,0.034010842857142856,0.18602857142857143,-8.052142857142858,0.03332857142857143,0.2682428571428571,111.80842857142856,0
175,10DsHOzHWo5t4MCODNrgsZ,AxvUaBMM8Xg,summer,magic kids,track,7,2017,7,0.04577185714285714,0.5491428571428572,0.7338571428571429,0.06188968142857143,0.15417142857142857,-6.369285714285715,0.04322857142857143,0.4347142857142857,133.27928571428572,0
176,4EkIpiix11vLtEZoyDAySj,qS84qVZz27Q,old fangs,black mountain,track,8,2019,5,0.126685,0.48162499999999997,0.73325,0.0067864875,0.259525,-6.606,0.0451,0.33287500000000003,126.801,0
177,2Y9ADX3TPFRQjZmIjn0836,Z5ODIutKoNs,i love you tonite,bare wires,track,23,1968,7,0.5702563478260869,0.49095652173913046,0.47556521739130436,0.14906750826086956,0.33790434782608697,-14.540695652173913,0.39160434782608694,0.4821304347826087,97.28173913043479,0
178,3dWwHI7kQER4jP0VbZU5N4,ynJ2Fhx9E5Q,run overdrive / fuck youth,civil civic,track,2,2010,8,1.6925e-4,0.441,0.907,0.8265,0.314,-4.165,0.03545,0.47250000000000003,87.6985,0
180,0RFMW9lyymYip14hw2Gq8Z,1uhI4H6dAG4,rano pano,mogwai,track,2,2011,8,6.0715000000000004e-5,0.327,0.7765,0.868,0.0828,-6.46,0.0589,0.2915,159.485,0
181,0WntWT0TwYVWNPGpsaFRyG,Vng4RQPCZYA,mercy street,fever ray,track,1,2010,5,0.0876,0.534,0.841,0.41,0.0965,-8.094,0.0393,0.397,97.006,0
182,1Z2jkEtW5Sc9wWVxUgyG0E,ZPPDUHY6QIs,2 forms of anger,brian eno,track,12,1983,7,0.8916666666666666,0.24621666666666667,0.10038333333333334,0.9090833333333334,0.11581666666666666,-29.010583333333333,0.045608333333333334,0.09171666666666667,80.16041666666666,0
183,7cKqnavORKemYZ41wFtx5J,yjUB20WlJnw,party with children,ratatat,track,10,2006,8,0.0875728,0.6244,0.6518,0.7859,0.16775,-7.1568000000000005,0.042730000000000004,0.5519,117.4234,0
184,0S4qTNMIciayRUU4TXCYGR,yetM0u9wqck,sports,weekend,album,28,1991,8,0.3880692142857143,0.7073928571428572,0.45935714285714285,0.08154175928571429,0.2674357142857143,-17.522035714285714,0.4089107142857143,0.5816785714285714,100.43632142857143,1
185,1bkN9nIkkCnXeG4yitVS1J,1nYHyZgD5zM,section.80,kendrick lamar,album,15,2011,8,0.41178000000000003,0.5671333333333334,0.7772666666666667,5.787626666666667e-4,0.32726666666666665,-6.713133333333333,0.28502666666666665,0.5113333333333333,124.596,1
186,3FgLMfp5o2h2rAny7S6h57,RUNnXRjmGoQ,lulu,lou reed and metallica,album,10,2011,6,0.0915119,0.3271,0.7297,0.06739518,0.13277,-6.259,0.07734,0.18566,117.8733,0
187,5dbCm8qaCdWnNdVyi3urUO,IT2XYrIJHSA,goblin,"tyler, the creator",album,18,2011,4,0.13283277777777777,0.5784444444444444,0.5798888888888889,0.10293931166666666,0.24626111111111113,-10.175555555555556,0.34384444444444445,0.3763888888888889,102.80272222222222,1
188,32KdoFFhgjCLdU0DWL71tx,EGFCKb5PfDA,camp,childish gambino,album,13,2011,2,0.14365153846153847,0.5376153846153846,0.6550769230769231,6.0738461538461536e-5,0.15546153846153846,-7.324461538461539,0.18565384615384617,0.3879230769230769,106.08961538461539,1
189,2P2Xwvh2xWXIZ1OWY9S9o5,HLMuUZhHZqE,watch the throne,kanye west & jay-z,album,16,2011,5,0.17660625,0.6273125,0.7344375,0.00126263625,0.2845875,-5.799,0.19249375,0.41045625,119.0370625,1
190,131vOQexOX9KXcOvcK4vM9,pOI3xkXoId0,knife man,andrew jackson jihad,album,16,2011,8,0.1891349375,0.47981250000000003,0.651125,0.002136638125,0.242475,-6.4925,0.05328125,0.509625,107.1265625,0
191,7zCODUHkfuRxsUjtuzNqbd,OwxUIz-Thwc,house of balloons,the weeknd,album,9,2011,3,0.2755633333333333,0.5671111111111111,0.5187777777777778,0.0021070144444444443,0.16425555555555554,-8.517888888888889,0.049322222222222226,0.18016666666666667,102.02588888888889,0.5555555555555556
192,5abCMGtyHwpOr9cEbwfP1P,6RCLxGb4BPE,hell: the sequel,bad meets evil,ep,11,2011,6,0.12130545454545455,0.609,0.8362727272727273,1.5208181818181818e-5,0.3357727272727273,-4.842545454545455,0.3090909090909091,0.5553636363636364,126.05036363636364,1
193,6X1x82kppWZmDzlXXK3y3q,CxT49-YpUNc,take care,drake,album,19,2011,6,0.2913341578947368,0.5277368421052632,0.48857894736842106,1.3234736842105262e-4,0.24569473684210527,-10.918631578947368,0.22958947368421054,0.3724736842105263,138.22563157894737,1
194,0jCVC8ndYYOooEY2YTO1l6,jtT_ilEovl0,ambition,wale,album,17,2011,4,0.24213529411764706,0.6032941176470589,0.8084705882352942,5.023529411764705e-7,0.2446941176470588,-4.818294117647059,0.16839411764705883,0.4686470588235294,118.69641176470589,1
195,29dkmoYR82SDkgGZpqsDNE,RS6qsVXB7h8,fallen,burzum,album,7,2011,6,0.13165063714285716,0.2752857142857143,0.8642857142857142,0.17713928571428572,0.1669857142857143,-5.069285714285714,0.08874285714285714,0.11915714285714286,150.289,0
196,716fnrS2qXChPC3J2X73pK,yEd2D-ukjZs,the english riviera,metronomy,album,11,2011,7,0.41012727272727273,0.6824545454545454,0.4640909090909091,0.4906481818181818,0.14956363636363637,-10.197545454545455,0.05676363636363636,0.4687363636363636,122.5980909090909,0
197,4IH4X1p5E6WjigQdS1Z5B6,jR4A97iLRxg,the spits,the spits,album,9,2002,2,0.10381888888888889,0.47100000000000003,0.8808888888888888,0.027558334444444447,0.2642111111111111,-4.026888888888889,0.06157777777777778,0.45744444444444443,116.0051111111111,0
198,1MGEMBqM3v8OUM2glv7MSx,mk43w6R5vW4,tha carter iv,lil wayne,album,15,2011,3,0.07086573333333333,0.5611333333333334,0.7767333333333333,5.85908e-4,0.2571866666666667,-5.497733333333334,0.17147333333333334,0.3550466666666667,119.17186666666666,0.9333333333333333
199,2T0iwqVWzr4Y63x4kKO5DW,vph5xGBPCOE,what did you expect from the vaccines?,the vaccines,album,12,2011,6,0.08355984166666666,0.386,0.77025,0.12538849166666666,0.24040833333333333,-5.8293333333333335,0.045766666666666664,0.509225,136.2095,0.08333333333333333
200,724juUMeWRW82bDoyH91Vd,_Ca1LFIih3k,spiritual state,nujabes,album,14,2011,6,0.4541171428571429,0.65621428571428575,0.6638571428571428,0.6397978571428572,0.12489285714285714,-9.532928571428572,0.08492857142857142,0.7282857142857143,106.01578571428571,0
201,2LpfNj3vB5rOXfaawLcOBg,j_LB2pqybaM,bon iver,bon iver,album,10,2011,6,0.9439,0.3952,0.26779000000000003,0.4494,0.192,-16.2061,0.03737,0.20818,123.1944,0
202,5Y04ylQjDWsawOUJXzY4YO,AZegHBU-ffQ,exmilitary,death grips,album,18,2015,8,0.0848539188888889,0.4058888888888889,0.8637777777777778,0.008704085555555555,0.33370555555555553,-3.7244444444444444,0.2780388888888889,0.30394444444444446,117.19716666666666,1
203,0tUJcqDuXHNkaPKLN0lQhT,Pc5Hutyj2AA,space is only noise,nicolas jaar,album,13,2011,8,0.5503615384615385,0.5717692307692308,0.2722846153846154,0.7283846153846154,0.24913076923076924,-18.319615384615386,0.10976153846153847,0.22931538461538462,104.53023076923077,0
204,4sVWj2lb9F8nRg57VFTaf1,2IWjwiuBG4A,kaputt,destroyer,album,9,2011,9,0.07137111111111111,0.6454444444444445,0.5574444444444444,0.1130811111111111,0.14758888888888888,-8.931333333333333,0.036166666666666666,0.44733333333333336,114.78455555555556,0
205,6Jx4cGhWHewTcfKDJKguBQ,d5o1V3lxGH0,angles,the strokes,album,10,2011,7,0.09496626,0.5549999999999999,0.7462,0.16642699,0.13507,-5.7564,0.0448,0.5631,143.2857,0
206,4Z1BFX1oBckY8bhGEWMYmi,K5AU0BHLPh0,"""alien observer""",grouper,track,6,2011,7,0.9828333333333333,0.2275,0.13949999999999999,0.8798333333333334,0.14478333333333335,-25.395666666666667,0.04655,0.11526666666666667,98.96283333333334,0
207,5g2CNuItRDkZWD3QdCk6O7,qwRR5uCTvas,"take care, take care, take care",explosions in the sky,album,6,2011,5,0.10398,0.2855,0.5808333333333333,0.8276666666666667,0.12223333333333333,-10.980333333333334,0.0393,0.13368333333333332,124.934,0
208,0dLnnm4PjeyqM4CoHqo6DI,YH36huOO0HE,"audio, video, disco",justice,album,12,2011,5,0.085091,0.5005833333333334,0.7291666666666666,0.3809416666666667,0.16194166666666668,-6.744583333333333,0.0581,0.30854166666666666,115.54325,0
209,29fKgwQ25UcS0e28ixsfr8,MbLt2Qgl350,"father, son, holy ghost",girls,album,11,2011,7,0.11460402727272727,0.5033636363636363,0.5422727272727272,0.4160174545454546,0.20654545454545453,-8.803272727272727,0.031,0.36472727272727273,120.36609090909091,0.09090909090909091
210,6h1LdVhHDirAXwgDFftCL0,7VEeJ02y0H4,looping state of mind,the field,album,7,2011,7,0.07148028571428572,0.5018571428571429,0.6497142857142857,0.875,0.16194285714285714,-11.288428571428572,0.04347142857142857,0.3664,124.37757142857143,0
