...1,spotify_id,youtube_id,project_name,artist,project_type,tracks,year,rating,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,explicit
1495,4kizef5du9TgAGfNhWbKmt,Y7cCytQCaAM,hardwired...to self-destruct,metallica,album,12,2016,6,3.5229166666666665e-5,0.35441666666666666,0.9661666666666666,0.026351,0.12034166666666667,-3.524583333333333,0.05873333333333333,0.35083333333333333,134.9465,0.08333333333333333
1496,4nHOF3neSo6Y7OG5OAflkC,7bJL72EL-4U,lil boat,lil yachty,mixtape,17,2018,7,0.15645411764705883,0.8241176470588235,0.6054705882352941,1.1475882352941177e-5,0.13693529411764704,-6.150529411764706,0.24501764705882353,0.3743941176470588,123.006,1
1497,4UlGauD7ROb3YbVOFMgW5u,-s-U06o04KA,anti,rihanna,album,16,2016,4,0.2869725,0.5536875,0.5325625,5.19515625e-4,0.1537625,-6.28675,0.06643125,0.4454375,118.3570625,0.6875
1498,4PgleR09JVnm3zY1fW3XBA,aqiM-PY4MpI,24k magic,bruno mars,album,9,2016,7,0.04279,0.6905555555555556,0.6903333333333334,7.864444444444444e-6,0.13526666666666667,-5.385222222222222,0.06698888888888889,0.6958888888888889,136.3101111111111,0
1499,5xYelOucTX5yIB93L6CVo4,-R0ZrESv178,still brazy,yg,album,17,2016,8,0.21007647058823528,0.6749411764705883,0.4830235294117647,0.028002529411764704,0.2041529411764706,-9.890529411764705,0.30373529411764705,0.2589529411764706,79.79505882352942,0.9411764705882353
1500,2ODvWsOgouMbaA5xf0RkJe,9D3xjKDBsyI,starboy,the weeknd,album,18,2016,5,0.1823,0.6456666666666667,0.6142777777777778,0.01063697,0.164,-7.371444444444444,0.11505,0.4687222222222222,130.64033333333333,0.4444444444444444
1501,7cedsV0ccOZSMS1PUjO2d7,dnkjfA3anDk,honor killed the samurai,ka,album,10,2016,8,0.232444,0.3302,0.6245,0.002968972,0.29660000000000003,-7.4305,0.08248,0.4753,124.4034,1
1502,3CCnGldVQ90c26aFATC1PW,c_A7jwZypEQ,4 your eyez only,j. cole,album,10,2016,6,0.5238,0.6828,0.3829,0.010061683,0.14904,-11.4492,0.22209,0.31768,114.709,1
1503,56ZRTTv25E2OO7FLuLokkX,f54M6_5201I,terminal redux,vektor,album,10,2016,8,3.47539e-4,0.3711,0.9638,0.087505057,0.24906,-4.7781,0.16317,0.22398,109.6146,0
1504,3KpYyDP8q8sUBxatHaYEsP,73Kl42LqEqM,teens of denial,car seat headrest,album,12,2016,8,0.17290916666666667,0.4435,0.55065,0.056458759166666664,0.1418,-8.5515,0.048641666666666666,0.338825,124.39450000000001,0.6666666666666666
1505,2hGGxQXnZpKXPmQJUgLGXS,_OkqJVoI3fo,hypercaffium spazzinate,descendents,album,21,2016,5,0.0030154,0.4391428571428571,0.9831904761904762,0.015930820952380954,0.24785238095238096,-3.083,0.13001428571428572,0.5907142857142857,162.99404761904762,0
1506,4ocal2JegUDVQdP6KN1roI,Ln4zXfzJX3I,spirit phone,lemon demon,album,27,2016,8,0.043237066666666664,0.627962962962963,0.705037037037037,0.25364322962962965,0.16914814814814816,-8.154481481481481,0.04395555555555555,0.6728148148148148,133.49503703703704,0
1507,7gsWAHLeT0w7es6FofOXk1,hm7jy9HNl3w,the life of pablo,kanye west,album,20,2016,6,0.341461,0.621,0.59085,1.161165e-4,0.23974,-6.0367,0.27398,0.410605,116.1468,1
1508,6s4vWWWxNrGcKhrOFYRZzk,SDvIm8A9_-I,konnichiwa,skepta,album,12,2016,7,0.16601583333333333,0.7091666666666666,0.6626666666666666,5.456833333333333e-4,0.23794166666666666,-7.94575,0.3150833333333333,0.51325,131.60341666666665,1
1509,1xpGyKyV26uPstk1Elgp9Q,TJNRymZmcfY,self-titled (white),weezer,album,10,1994,8,0.0015099,0.4788,0.782,0.06849165,0.16129000000000002,-6.5629,0.04088,0.511,123.7272,0
1510,5I2J7ILxAKja6AOPVT6cjj,7p4aLyHdp04,silhouette of a sunkken city,spark master tape,mixtape,1,2020,2,0.151,0.774,0.665,5.44e-5,0.468,-6.609,0.236,0.753,83.083,1
1511,6D6v19wYlLDsYkkfebOY3g,kTqcOApCL8M,the impossible kid,aesop rock,album,15,2016,8,0.05772,0.6217333333333334,0.8102666666666667,3.246566666666667e-4,0.26206666666666667,-5.869933333333333,0.20001333333333335,0.7027333333333333,115.29726666666667,0.8
1512,7dK54iZuOxXFarGhXwEXfF,mkUxFB6jbDc,lemonade,beyoncé,album,13,2016,8,0.3781823076923077,0.5343846153846153,0.486,0.05929646,0.2570230769230769,-9.68446153846154,0.1431923076923077,0.39903076923076924,124.169,0.5384615384615384
1513,4sP7CAPrmdBD1ojBBrPxiV,MYpS04XovqU,dystopia,megadeth,album,12,2016,4,8.284416666666666e-4,0.3561666666666667,0.9550833333333333,0.08489132499999999,0.16381666666666667,-3.6463333333333336,0.2395,0.21074166666666666,134.12875,0.16666666666666666
1514,6rUhZEo1ZpJTAc5ssoa0ju,orERYdw_JsU,ultimate care ii,matmos,album,9,2016,8,0.04979,0.5834444444444444,0.5407777777777778,0.4055392222222222,0.21882222222222222,-18.150111111111112,0.15536666666666665,0.2871111111111111,129.6281111111111,0
1515,5FqifAD4bEujVzlWYy2mEC,yRQ1QZs7Q0w,ritual spirit,massive attack,ep,4,2016,8,0.02979,0.668,0.754,0.511,0.1755,-8.69025,0.04545,0.17704999999999999,115.1605,0
1516,30FjZ3FGnMz4ita5zhqgkl,tZv3A6_wxrI,the glowing man,swans,album,8,2016,9,0.19389375,0.213375,0.5720000000000001,0.350952125,0.1773125,-9.160499999999999,0.0428375,0.071275,108.639,0
1517,3wRBlpk5PRoixwOnLujTal,uw4Ikdcjpgg,self-titled (lp2),american football,album,9,1999,5,0.2725608888888889,0.4827777777777778,0.6818888888888889,0.3616566666666667,0.1419888888888889,-9.121777777777778,0.03188888888888889,0.2828888888888889,123.864,0
1518,7a8el8qARmjR7p2j9PEtEl,3EhF9CZmPHs,leave me alone,hinds,album,12,2016,6,0.25477483333333334,0.39908333333333335,0.6988333333333333,0.11131711333333333,0.13098333333333334,-3.4821666666666666,0.0378,0.48625,117.80983333333333,0
1519,261QvR3MgGdyL2HyYIlgfd,bLmPfVNEbYM,vroom vroom,charli xcx,ep,4,2016,8,0.133625,0.6527499999999999,0.6985,2.575e-7,0.14272500000000002,-5.98525,0.181775,0.3705,136.44275,0.5
1520,2kqn09pydzvKvB3xWbAxY4,4fVUAWDmvUw,this unruly mess i've made,macklemore & ryan lewis,album,13,2016,6,0.36514615384615384,0.6916153846153846,0.665923076923077,7.870961538461538e-4,0.20993076923076923,-6.731692307692308,0.18265384615384617,0.507,111.56392307692307,0.8461538461538461
1521,18EtfdFj2SRKkK7Uy3u2yC,Trb2KK-Ui7c,rain temple,2 8 1 4,album,8,2016,6,0.412582625,0.23226249999999998,0.55575,0.691960125,0.300875,-12.25275,0.0433,0.0848375,107.761625,0
1522,6C0ZhA7FLKwguVU8BWfkeS,vdmzHJ8QsJs,remember us to life,regina spektor,album,11,2016,8,0.6921818181818181,0.42863636363636365,0.3493636363636364,0.01111919090909091,0.17828181818181818,-9.249454545454546,0.04382727272727273,0.26746363636363635,106.6880909090909,0
1523,7kNB1l6WPFlZxH5MtgtW3j,zVlcqnrWUT8,pool,porches,album,12,2016,5,0.23574166666666668,0.6396666666666667,0.57125,0.16435458333333333,0.13165833333333332,-7.554666666666667,0.04584166666666667,0.3909166666666667,112.271,0
1524,0j0djiGxLnBiW7meVc2PER,jV4EmFzc47A,wildflower,the avalanches,album,22,2016,7,0.5001,0.4818181818181818,0.6952272727272727,0.23551244545454547,0.5292181818181818,-9.974045454545454,0.09023636363636364,0.5672727272727273,110.76713636363637,0.2727272727272727
1525,30FjZ3FGnMz4ita5zhqgkl,tZv3A6_wxrI,the glowing man,swans,album,8,2016,9,0.19389375,0.213375,0.5720000000000001,0.350952125,0.1773125,-9.160499999999999,0.0428375,0.071275,108.639,0
1526,5117nxIQNXWAERUh4xQ8A3,CvPp5zP6ybA,emotional mugger,ty segall,album,11,2016,8,0.012807363636363636,0.3310909090909091,0.824,0.10480781818181818,0.29002727272727274,-6.361,0.056836363636363636,0.4489090909090909,134.94736363636363,0
1527,4m4XvMoSnZsF9V4EGyBKd8,wuXJWdS9vNc,scum with boundaries,the i.l.y's,album,11,2016,8,0.0952646,0.3614545454545455,0.8698181818181818,0.021304908181818183,0.16564545454545454,-4.865454545454545,0.13220909090909091,0.3315909090909091,133.08054545454544,0.2727272727272727
1528,2FXGUAESmG5l9YPrzWPvHI,xmGcoPn08jg,p3,partynextdoor,album,16,2016,4,0.157489375,0.534375,0.477375,0.0041238756250000005,0.19185625,-8.36,0.0814125,0.24559375,106.30018749999999,0.625
1529,1Wjheru5k9DMQduRIasAyL,1qGj_m4V3Ms,schmilco,wilco,album,12,2016,6,0.47825,0.6539166666666667,0.450325,0.36539716666666666,0.15515833333333334,-12.180583333333333,0.056416666666666664,0.5333333333333333,115.7925,0
1530,1pxYPYg5ozVYMxiFMfD1tn,J_LvLhFq2IU,splendor & misery,clipping.,album,15,2016,8,0.2604902,0.47286666666666666,0.5363333333333333,0.23856653333333333,0.19738666666666665,-11.132466666666666,0.21362,0.17670666666666668,107.511,0.4
1531,1Ea4UfFW7K1UzbjkDVaPri,Cqf5i2t2Hkw,summer songs 2 mixtape or,lil yachty,album,14,2016,5,0.3332842142857143,0.7156428571428571,0.5626428571428571,0.0010276764285714285,0.17782142857142857,-6.202857142857143,0.24719285714285713,0.2998571428571429,129.99185714285713,1
1532,7wLiUivWb518zkp9NFHxTD,Htt3TnkMwPY,dungeon bastards,ghoul,album,10,2016,7,1.20812e-4,0.4269,0.9501999999999999,0.70301,0.15457,-6.2018,0.10782,0.33394,140.98590000000002,0
1533,1uvVgNgiiHhAz5pYODbCkl,YBDMukNKBKg,voices,wormrot,album,20,2016,2,4.2272000000000005e-5,0.18505,0.9685,0.4124361445,0.28045,-4.7537,0.1729,0.106505,121.61585,1
1534,0pS5pSIu1WpmrThyRuCrGz,aZc8DokL7PI,life of pause,wild nothing,album,11,2016,5,0.08697758181818183,0.485,0.8124545454545454,0.3410267727272727,0.18624545454545455,-6.519636363636364,0.04080909090909091,0.5198181818181818,121.74018181818182,0
1535,0zIjHYbzEbHSCyB1iQL3Vn,huLP9XM5bok,aa,baauer,album,13,2016,6,0.18928923076923077,0.5252307692307693,0.6515384615384615,0.2623423076923077,0.3505923076923077,-9.629615384615384,0.23204615384615385,0.3361230769230769,99.12030769230769,0
1536,5xYelOucTX5yIB93L6CVo4,-R0ZrESv178,still brazy,yg,album,17,2016,8,0.21007647058823528,0.6749411764705883,0.4830235294117647,0.028002529411764704,0.2041529411764706,-9.890529411764705,0.30373529411764705,0.2589529411764706,79.79505882352942,0.9411764705882353
1537,6d1hIoW2Xvv7n33kAQV8nG,SdfSu2LKucs,plays the music of twin peaks,xiu xiu,album,12,2016,9,0.6002875,0.31908333333333333,0.48025,0.7625,0.23960833333333334,-11.663916666666667,0.09511666666666667,0.11673333333333333,106.413,0
1538,3fSqRdxX8lh5nZHjgzEGl1,2RokOnZwjWc,is the is are,diiv,album,17,2016,6,0.05220665352941176,0.4973529411764706,0.834,0.8681764705882353,0.12453529411764706,-6.438235294117647,0.04207058823529412,0.48205882352941176,145.67211764705883,0
1539,7Amrg2WughWQXMEmUfjhl3,T8awRqOAZMc,32 levels,clams casino,album,24,2016,7,0.21002625,0.5642916666666666,0.49570833333333336,0.31834120125,0.21397916666666666,-7.379083333333333,0.08215,0.24790833333333334,112.85745833333333,0.20833333333333334
1540,1xpGyKyV26uPstk1Elgp9Q,TJNRymZmcfY,self-titled (white),weezer,album,10,1994,8,0.0015099,0.4788,0.782,0.06849165,0.16129000000000002,-6.5629,0.04088,0.511,123.7272,0
1541,1LGBxdl9JbgEn0cuaVJRUY,LKQqAr4D9Qg,city sun eater in the river of light,woods,album,10,2016,7,0.15577,0.6148,0.6701,0.17548678,0.14552,-6.6533999999999995,0.03323,0.7909,120.1044,0
1542,0nW0w37lrQ87k7PLZvC4qJ,-mQ5Rj2pyKM,tell me i'm pretty,cage the elephant,album,10,2015,6,0.100706,0.5004,0.7354,0.05437506,0.23897,-6.3722,0.04016,0.4599,119.6285,0
1543,2ZUwFxlWo0gwTsvZ6L4Meh,zebg8WhUU3Y,joanne,lady gaga,album,14,2016,2,0.21360071428571428,0.6029285714285715,0.5807857142857142,6.2445e-5,0.19750714285714285,-7.527928571428571,0.05770714285714285,0.51785,133.95328571428573,0.21428571428571427
1544,4Qohh8LwXoV7ucmjCU4MYL,pZzjXiRUDHw,3001: a laced odyssey,flatbush zombies,album,12,2016,6,0.23605833333333334,0.6595833333333333,0.49866666666666665,0.0130734275,0.167225,-11.16475,0.27744166666666664,0.37443333333333334,114.86183333333334,1
1545,261QvR3MgGdyL2HyYIlgfd,bLmPfVNEbYM,vroom vroom,charli xcx,ep,4,2016,8,0.133625,0.6527499999999999,0.6985,2.575e-7,0.14272500000000002,-5.98525,0.181775,0.3705,136.44275,0.5
1546,3CHcldbsbrBOOlw8cnLpNm,iAfxeKWphdg,my woman,angel olsen,album,10,2016,8,0.28396,0.38,0.4472,0.001045743,0.12502,-8.475200000000001,0.03258,0.32948,117.0131,0
1547,3tsXyEbUQehXPaRFCS8K1n,bfsooZS6v50,gore,deftones,album,11,2016,4,0.0039204518181818184,0.2879090909090909,0.8246363636363636,0.39602454545454546,0.20981818181818182,-5.106181818181818,0.05491818181818182,0.26096363636363634,124.65845454545455,0.09090909090909091
1548,04PEOM6kIEeq9lRp1asNP2,vlls8lQNgi4,a.i.m.,m.i.a.,album,1,2022,4,0.0826,0.704,0.797,7.45e-4,0.0546,-5.927,0.0475,0.825,139.994,0
1549,44byRkiG5AmHjfrBuodMzp,2QSAf3CP7Mo,body war,show me the body,album,10,2016,8,0.1636446,0.3905,0.7272,0.056250772000000004,0.18919,-4.8544,0.10398,0.37024999999999997,118.209,0.8
1550,2pN1kvmyK2OoIHQAqou65I,YFQvT0-mefs,not to disappear,daughter,album,10,2016,3,0.42361,0.3626,0.6185,0.35321,0.14765,-9.242,0.057159999999999996,0.25955,136.602,0
1551,01XaCQRLZ4Vtbi4sptddif,tKXfLbBmYlo,hymns,bloc party,album,11,2016,6,0.16991636363636364,0.6493636363636364,0.46545454545454545,0.012622436363636363,0.12527272727272729,-10.074909090909092,0.03959090909090909,0.41045454545454546,122.01636363636364,0
1552,4F87p1aiFwHeU4uu65MaPV,IIH01362IH8,bobby tarantino,logic,mixtape,13,2018,5,0.10099846153846154,0.7346153846153846,0.6312307692307693,6.672923076923077e-5,0.11980769230769231,-7.0581538461538464,0.1815,0.46397692307692306,126.62276923076924,1
1553,2IjEb3Ob7GHEpLwSgaWJiX,cmfv7f-0Mbk,the healing component,mick jenkins,album,15,2016,5,0.28276,0.5215333333333333,0.5941333333333333,4.850666666666667e-5,0.28914,-9.883866666666666,0.45309333333333335,0.35063333333333335,106.2698,1
1554,2UutOV48eYbIPB6keWOqoP,wzI3LfeUGRw,adore life,savages,album,10,2016,6,0.0768444,0.4336,0.6951,0.2922309,0.19171,-9.1688,0.05822,0.21856,123.5335,0.1
1555,0djZBLLoZgWveXvSGQ6AHI,adbXzyNy2lk,too high to riot,bas,album,12,2016,5,0.41389166666666666,0.64225,0.544,0.05445825083333333,0.17769166666666666,-8.98675,0.26445833333333335,0.29241666666666666,123.52608333333333,1
1556,2c49IwWfBsMlrLSsyzPoBf,uIooSLzxH-8,a weird exits,thee oh sees,album,8,2016,8,0.003387555,0.348125,0.69525,0.6215,0.2366,-8.746125,0.0648625,0.1455,125.60325,0
1557,4JjJcCjI0a7uVGmQZZyRAZ,-hnhEGWxbOY,beyond the fleeting gales,crying,album,10,2016,8,0.105084,0.41300000000000003,0.7941,0.245644,0.24426,-4.9052,0.05997,0.4385,130.0674,0
1558,4VFG1DOuTeDMBjBLZT7hCK,Kr_akDq7CMY,malibu,anderson .paak,album,16,2016,7,0.15749375000000002,0.62225,0.7359375,0.024586514375,0.369675,-6.9073125,0.2179,0.6044375,110.9324375,1
1559,42fyKPanos0Q3woi848ktg,VStEfKTZd18,imperial,denzel curry,album,10,2016,8,0.191759,0.695,0.7762,6.817e-6,0.18198,-5.3327,0.16163,0.41393,129.0861,1
1560,2ODvWsOgouMbaA5xf0RkJe,9D3xjKDBsyI,starboy,the weeknd,album,18,2016,5,0.1823,0.6456666666666667,0.6142777777777778,0.01063697,0.164,-7.371444444444444,0.11505,0.4687222222222222,130.64033333333333,0.4444444444444444
1561,4sP7CAPrmdBD1ojBBrPxiV,MYpS04XovqU,dystopia,megadeth,album,12,2016,4,8.284416666666666e-4,0.3561666666666667,0.9550833333333333,0.08489132499999999,0.16381666666666667,-3.6463333333333336,0.2395,0.21074166666666666,134.12875,0.16666666666666666
1562,0iSRofVrTOCOs841JkSgwk,LpX2hzik6Rw,junk,m83,album,15,2016,3,0.24408906666666666,0.4523333333333333,0.5433333333333333,0.3897406666666667,0.10319333333333333,-8.4176,0.0342,0.2919466666666667,111.58266666666667,0
1563,4NZWRpoMuXaHU7csTjWdB5,eImoMBuxLyk,skin,flume,album,16,2016,5,0.34078125,0.4790625,0.61325,0.19635242625,0.1612625,-6.569875,0.13499375,0.2833375,108.697625,0.3125
1564,0DOzmXcSztIomiurOwMivk,Bn_CTDEucco,99 cents,santigold,album,12,2016,7,0.19164591666666667,0.67125,0.6880833333333334,0.05288745333333333,0.16358333333333333,-6.93525,0.05026666666666667,0.5704166666666667,127.95516666666667,0
1565,3fSqRdxX8lh5nZHjgzEGl1,2RokOnZwjWc,is the is are,diiv,album,17,2016,6,0.05220665352941176,0.4973529411764706,0.834,0.8681764705882353,0.12453529411764706,-6.438235294117647,0.04207058823529412,0.48205882352941176,145.67211764705883,0
1566,2vY03PfKPFUUM1FA2lgmC2,ktFcXYmy2Fc,run the jewels 3,run the jewels,album,14,2016,2,0.10283571428571428,0.6849285714285714,0.6768571428571428,1.015e-4,0.25862857142857143,-7.346214285714286,0.23672142857142858,0.4215,122.24492857142857,1
1567,6jjX8mGrsWtrpYpFhGMrg1,DY_SrcWzRak,the sun's tirade,isaiah rashad,album,17,2016,6,0.1927194117647059,0.6962352941176471,0.6069411764705882,0.017104106470588236,0.3714294117647059,-9.009235294117648,0.27713529411764704,0.5052294117647059,117.14088235294118,1
1568,67sUOjUevVJGgfCj1N2e4N,jGfK-R4rKxY,floss,injury reserve,album,12,2016,8,0.11837166666666667,0.6220833333333333,0.6971666666666667,4.5666666666666665e-7,0.24100833333333332,-6.74725,0.26395833333333335,0.5135833333333333,132.65775,1
1569,5bCk3kWAy2JbbTfHqzZCII,IAHgAEpNF5I,"passion, pain & demon slayin'",kid cudi,album,19,2016,4,0.2771105263157895,0.6437368421052632,0.6202631578947368,0.1970221052631579,0.1682,-8.254,0.06366315789473684,0.41489473684210526,121.79505263157894,0.5789473684210527
1570,6wnkiBSSTcDUX3ywhMXDtM,7A3P3bGcC8c,peach panther,riff raff,album,12,2016,4,0.19084583333333333,0.8365833333333333,0.6840833333333334,2.40675e-5,0.16365,-5.36925,0.13618333333333332,0.46125,121.34533333333333,1
1571,3WvQpufOsPzkZvcSuynCf3,k0vMdRfwFxY,we got it from here... thank you 4 your service,a tribe called quest,album,16,2016,9,0.259074375,0.69825,0.656375,0.00630921375,0.2538625,-6.4808125,0.23928125,0.554625,107.1465,1
1572,5qHyKDjwycRj1fJyPLt2HQ,EU1PzBC1LMY,major key,dj khaled,album,14,2016,6,0.17829071428571427,0.6074285714285714,0.6678571428571429,1.4900785714285714e-4,0.22744285714285714,-5.346571428571428,0.22609285714285715,0.38821428571428573,119.96685714285715,1
1573,71QyofYesSsRMwFOTafnhB,hYHaK_6IOAk,coloring book,chance the rapper,mixtape,14,2016,7,0.5061142857142857,0.5895714285714285,0.4903571428571429,0.005360251428571428,0.16617857142857143,-8.173857142857143,0.2573142857142857,0.43292857142857144,119.43542857142857,0.6428571428571429
1574,0dAMC0nNikIjhD8LeRZfhH,vfMP52k1Dv4,bonito generation,kero kero bonito,album,12,2016,8,0.1291575,0.83925,0.6773333333333333,0.0023327891666666666,0.15190833333333334,-4.961083333333334,0.059825,0.7421666666666666,114.2275,0
1575,6dAUCUgPdEiorKV7101AtE,yD2k3gOj9U4,lil big pac,kodak black,mixtape,12,2016,3,0.17201666666666668,0.7234166666666667,0.6354166666666666,0,0.12410833333333333,-6.349833333333334,0.22695833333333335,0.3955,141.45766666666665,1
1576,1xAUeadDuPGqu1c010mPKt,Yv4z3I-Auww,a fistful of peril,czarface,album,13,2016,6,0.18244246153846153,0.5503076923076923,0.5505384615384615,0.1199714923076923,0.28073076923076923,-12.184846153846154,0.2672846153846154,0.37923076923076926,106.51446153846153,0
1577,6qb9MDR0lfsN9a2pw77uJy,fWxQJiyLK1k,how to be a human being,glass animals,album,11,2016,6,0.3004636363636364,0.6588181818181819,0.5214545454545455,0.049770520909090905,0.19104545454545455,-9.209999999999999,0.11660909090909091,0.5765454545454546,119.93972727272727,0.45454545454545453
1578,3WjDB3j2yZL4g0hBGHF04i,5IPI4P2IRmA,everybody looking,gucci mane,album,15,2016,6,0.12972133333333333,0.8158666666666666,0.47246666666666665,2.7818e-5,0.14786666666666667,-7.5378,0.16418,0.28602666666666665,133.29506666666666,1
1579,3Z2XUjgVj5ZkCGpU7b2qtY,SCJ57ntrIQQ,freetown sound,blood orange,album,17,2016,6,0.36830705882352943,0.6178823529411764,0.5694117647058824,0.017577277647058822,0.32126470588235295,-9.297882352941176,0.08814705882352941,0.3604,119.93705882352941,0.23529411764705882
1580,05ItlPhoFGjsLuvZ2lLFcC,L-ZQEUZxtZM,self-titled,preoccupations,album,9,2016,8,0.2603198888888889,0.34099999999999997,0.777,0.8012222222222222,0.2691888888888889,-7.568,0.07631111111111111,0.19826666666666665,122.21366666666667,0
1581,3Yko2SxDk4hc6fncIBQlcM,pB85HT19h4w,a seat at the table,solange,album,21,2016,8,0.6380142857142858,0.6327619047619047,0.4415904761904762,0.07982547619047618,0.19222380952380952,-9.245,0.1550952380952381,0.5422857142857143,98.77585714285715,0.14285714285714285
1582,6f6tko6NWoH00cyFOl4VYQ,vDzb4npeozE,the divine feminine,mac miller,album,10,2016,4,0.479826,0.642,0.4983,0.0053694829999999995,0.19967,-8.878,0.19751000000000002,0.4481,117.2846,0.8
1583,7rLsyyAKx19sy9Nwn8WoGH,Ml54onIX-LU,hopelessness,anohni,album,11,2016,6,0.21907636363636365,0.42818181818181816,0.5757272727272728,0.13137776363636364,0.19825454545454546,-8.393363636363636,0.043245454545454545,0.1939909090909091,124.49990909090909,0
1584,5v6iBhIlflzR9rEd1LAMbd,dYPX3Y0XriU,sremmlife 2,rae sremmurd,album,14,2016,6,0.088055,0.8183571428571429,0.5545,1.3141071428571428e-4,0.2074214285714286,-7.269071428571428,0.10136428571428571,0.30142857142857143,128.7797857142857,1
1585,5H3FbCBJUsB9h3NCchuxVo,KoTfcR2QKGs,warlord,yung lean,album,13,2016,3,0.2133423076923077,0.5974615384615385,0.5845384615384616,0.015560193076923077,0.1944923076923077,-8.310923076923077,0.09217692307692309,0.1576923076923077,122.26299999999999,1
1586,5wAGlQICfKYQfaBppnUbmP,uw9gtldMQfs,iv,badbadnotgood,album,11,2016,7,0.42150271818181817,0.4611818181818182,0.5496363636363636,0.6150906136363636,0.12945454545454546,-7.8842727272727275,0.05855454545454545,0.35,112.58263636363637,0
1587,04EajKw866bzJn3EW8HOdQ,UfpcP9JIxqo,painting with,animal collective,album,12,2016,5,0.17333125,0.5975,0.866,0.0014656141666666666,0.21674166666666667,-5.684916666666666,0.099325,0.6015,132.43016666666668,0
1588,0YbpATCIng8Fz2JrfHmEf7,T0TQ5e75qx8,blank face,schoolboy q,album,17,2016,5,0.1879535294117647,0.6787058823529412,0.7090588235294117,2.1990588235294118e-5,0.17141764705882354,-6.737235294117647,0.20581764705882352,0.38718823529411767,115.50729411764706,1
1589,3mhZHDmHvIUAeAYH7MrXBW,jodE2aQpwNw,genesis,domo genesis,album,12,2016,4,0.24699166666666666,0.59075,0.5914166666666666,5.675066666666666e-4,0.27358333333333335,-9.9605,0.29107500000000003,0.47175,102.33791666666666,1
1590,2pN1kvmyK2OoIHQAqou65I,YFQvT0-mefs,not to disappear,daughter,album,10,2016,3,0.42361,0.3626,0.6185,0.35321,0.14765,-9.242,0.057159999999999996,0.25955,136.602,0
1591,0qnkPX1fxM6hEnnVIl4Jw7,PyLi_BCFYsI,end position,street sects,album,10,2016,8,5.25068e-4,0.4259,0.8954,0.0796279,0.4812,-7.0952,0.13706,0.2192,135.6962,0
1592,2EvZiOMBlC9b5hbjbZCjZv,P8yjUYbfRb8,sirens,nicolas jaar,album,6,2016,6,0.509,0.45366666666666666,0.36178333333333335,0.4675,0.12966666666666668,-16.751333333333335,0.10628333333333334,0.16651666666666667,120.054,0.16666666666666666
1593,3haLhyalAjgK386xlKAvKh,arcOA1XQZMU,fires within fires,neurosis,album,5,2016,8,0.061614800000000004,0.2072,0.4266,0.32728,0.14348,-12.0916,0.03418,0.06928,99.8906,0
1594,2haR5qnQopCdVASZ92YTGn,MdGbp6dtNhY,prima donna,vince staples,ep,7,2016,7,0.2542857142857143,0.6954285714285714,0.6111571428571428,0.0027521214285714285,0.2609571428571429,-9.401428571428571,0.32785714285714285,0.45571428571428574,128.79985714285715,1
1596,2yy8sfdMqIq30LJLV0zCK3,ziYDeoP0ai8,wriggle,clipping.,ep,10,2021,7,0.12899646,0.6875,0.6972,0.248003115,0.22174,-9.4363,0.24497,0.46517,107.7241,1
1597,03CgI5yzuOcyRkkDOyCazP,EmAp9HUWu_0,amnesty (i),crystal castles,album,11,2016,4,0.12294436363636364,0.41754545454545455,0.7202727272727273,0.3154658763636364,0.17695454545454545,-8.302363636363637,0.17872727272727273,0.21733636363636363,120.66454545454546,0
1598,1JFmNyVPdBF1ECvv4fhpW4,zyVECdLF2pc,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,album,17,2016,4,0.333114705882353,0.5358823529411765,0.6115882352941177,0.12474991882352941,0.18483529411764707,-7.762235294117647,0.05334117647058823,0.42310000000000003,107.78117647058824,0.29411764705882354
1599,31776n0a6xHYMHSlK4983u,TtqyDOj5Js4,emotion: side b,carly rae jepsen,ep,8,2016,8,0.08787375,0.755625,0.75925,3.642e-4,0.239325,-5.1770000000000005,0.0571375,0.57625,118.75625,0
1600,4qv5FxVbJgGyHJZKt2u0qv,O-Q6A-xxPlY,feelin' kinda free,the drones,album,8,2016,8,0.268618625,0.496125,0.47425,0.00860088,0.1786375,-10.840125,0.0626,0.31227499999999997,114.55925,0.25
1601,234xgzAxSozAKfXeLb2ofh,vruPJVIfa2s,human performance,parquet courts,album,14,2016,7,0.24228357142857143,0.5454285714285715,0.7488571428571429,0.22085367857142857,0.19172857142857144,-6.5445,0.03677857142857143,0.624,123.96421428571429,0.14285714285714285
1602,34xaLN7rDecGEK5UGIVbeJ,Vz2YokGxlT4,skeleton tree,nick cave & the bad seeds,album,8,2016,8,0.752375,0.311,0.3785,0.2508180675,0.1462125,-12.392249999999999,0.0375875,0.1291125,108.26125,0
1603,0UGqqYIWXAD1FgrDI1zOjh,sKTSgxz-aKg,the serenity of suffering,korn,album,11,2016,4,2.9441363636363636e-4,0.4586363636363636,0.9129090909090909,0.08582778181818182,0.21765454545454546,-4.339818181818182,0.07059090909090909,0.3734545454545455,110.06245454545454,0.36363636363636365
1604,1WyrGCkFDlH1xPadZ5qTkL,WOCe4jXeDcY,the colour in anything,james blake,album,17,2016,5,0.6425941176470589,0.45076470588235296,0.2829305882352941,0.15685603529411765,0.13085882352941175,-13.763235294117647,0.046788235294117644,0.22394117647058823,109.53582352941177,0
